,Type of territory,Borough / Linked city,Stakes: Financial support?,Stakes: Maintenance of operations?,Stakes: Taxation (taxes and levies)?,Stakes: Human resources?,Stakes: Regulation?,Stakes: Marketing?,Stakes: Health and safety?,Stakes: Search for sanitary equipment?,Stakes: Space planning?,Stakes: Permit for outdoor terraces?,Stakes: Other?,Interest in the emergency aid program?,Social media presence?,Presence on Facebook?,Presence on Twitter?,Presence on Instagram?,Presence on LinkedIn?,Do you sell online?,Online sales channel,Do you know the urban delivery service?,Are you interested in the urban delivery service?,Interest in the support program for the digital transformation of companies?,Do you offer a delivery service?,Are you satisfied with your current delivery service?,Would you be interested in the urban delivery service (by bike) set up by the City of Montreal and its partners if you had access?,Was the information we gave you useful to you?,label
1329,1,13,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,0,0,2,0,2,1
698,1,9,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2,1,4,3,5,1,1
606,1,23,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,4,1,2,1,4,3,5,1,1
220,1,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,1,3,4,3,5,1,0
940,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,2,0,4,3,5,1,1
1486,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,3,1,4,1,1,1
1257,1,25,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1282,1,22,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
45,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
904,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
1139,1,11,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,2,3,4,3,0,2,3,1,2
1687,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,0,2,1,1,2
1215,2,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,4,4,5,4,6,1,1
1881,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,1,4,1,1,1
266,1,21,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,2,4,0,3,3,4,3,5,1,0
319,2,27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,2,0,4,3,5,1,2
121,1,26,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,0
1843,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,3,4,2,3,5,1,1,1
261,1,26,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
883,1,18,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,4,3,5,1,1
230,1,21,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,0
1515,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
662,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,1,2,1,4,3,5,1,2
1419,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,3,4,2,0,2,0,1,1
985,1,21,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
1428,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,3,0,2,3,1,1
618,1,13,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,2,3,4,3,5,1,1
632,2,6,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,2,0,4,3,5,1,1
1603,1,20,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,3,0,2,3,1,1
1568,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1495,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,4,3,4,3,2,5,1,1,1
893,1,4,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
901,1,25,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,2,1,2,3,4,3,5,1,2
1775,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
840,1,4,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,1,2,0,4,3,5,1,1
839,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,2,1,4,3,5,1,1
174,1,11,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,1,2,0,4,3,5,1,1
216,1,26,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2,3,4,3,5,1,0
80,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,4,0,3,3,4,3,5,1,1
1832,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
1607,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
827,1,4,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,0
1795,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
348,1,21,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,2,1,0,3,3,4,3,5,1,1
1237,1,26,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,1,0,2,0,1,1
1224,1,20,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,3
1076,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2,4,3,5,1,2
465,1,11,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,2,4,1,2,4,4,3,5,2,1
567,1,13,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,1,2,0,4,3,5,1,1
61,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,4,3,5,2,1
1315,1,23,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,3,5,6,1,2
399,1,11,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2,1,2,0,4,3,5,1,2
1855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,4,3,4,3,5,4,6,1,3
39,1,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,0,3,3,4,3,5,0,3
231,1,24,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,4,1,2,3,4,3,5,1,1
256,1,11,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
1041,1,4,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,2,1,2,3,4,3,5,1,1
1878,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,3,4,1,5,4,1,1,1
1400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,3,4,0,1,4,3,1,1
1310,1,22,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,3,5,4,6,1,1
1483,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,1,4,6,2,3
36,1,11,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,4,0,3,3,4,3,5,1,1
1011,1,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1,4,3,5,1,2
559,1,13,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,4,2,1,3,4,3,5,1,1
1601,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,3,3,4,1,3,1,0,1,1
43,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,3,3,4,3,5,1,2
1236,1,21,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,4,3,4,3,3,1,3,1,0
565,1,22,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
1395,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,4,3,4,3,0,2,3,1,2
749,1,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,1
806,1,20,1,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,2,3,4,3,5,1,1
132,1,21,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,2,4,0,3,3,4,3,5,1,2
357,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,4,3,5,1,0
215,1,11,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,2
727,2,14,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,0,4,3,5,1,0
955,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,4,3,5,1,1
1079,1,9,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,2,2,5,0,1,1
1622,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,3,4,3,3,5,1,1,1
358,1,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,3,3,4,3,5,1,2
546,1,13,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,2,0,3,0,4,3,5,1,1
364,1,26,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,1,4,3,5,1,1
792,1,9,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
1272,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,3,5,4,6,2,1
1229,1,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
367,1,26,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
828,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,4,3,5,1,1
690,1,23,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,1,2,3,4,3,5,1,0
1838,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,1,0,2,0,1,1
1774,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,3,4,1,1,4,1,0,1
1353,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
941,1,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,3,4,3,4,3,5,1,1
25,1,11,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,2,0,3,0,4,3,5,1,1
1736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,1
1293,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,4,1,5,4,6,1,1
440,1,26,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2,4,3,5,1,1
756,1,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0,4,3,5,1,1
1420,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,0,2,6,1,1
694,1,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,1,2,0,4,3,5,1,3
1206,1,9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,3,4,0,2,1
323,1,24,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,2
485,1,25,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,4,4,3,5,1,1
176,1,26,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,4,3,5,1,2
98,1,11,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,2,1,0,3,3,4,3,5,1,3
997,2,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,3,3,4,3,4,3,5,1,1
56,1,11,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,3,3,3,4,0,4,3,5,2,2
3,1,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,4,3,5,1,0
1343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1154,1,21,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,6,1,1
1412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,1
1861,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,3
1753,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,1,1,1
763,1,4,1,0,1,1,0,1,1,0,1,0,1,0,2,0,0,0,0,0,2,0,3,3,4,3,5,1,0
896,1,25,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
1856,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,3,3,3,4,3,5,4,6,2,2
860,1,23,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,4,3,5,2,1
1608,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,4,3,4,3,2,1,3,1,2
122,1,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
198,1,26,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,0
109,1,11,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
322,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,2,4,3,5,1,1
396,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4,0,3,0,4,3,5,1,1
275,1,12,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,2,4,0,3,3,4,3,5,1,0
324,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,4,0,1,1,4,3,5,1,0
854,1,20,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,4,0,1,2,4,3,5,1,1
238,1,21,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,1,2,4,3,5,1,1
1168,1,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,3,4,3,3,4,3,1,2
1543,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,2,4,3,4,3,2,5,0,1,1
1589,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,4,0,1,4,1,1,1
1051,1,15,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,0,4,3,5,1,1
297,1,21,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
1747,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,3,0,1,2,2
1539,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,4,3,4,3,0,2,1,1,1
1492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,6,1,1
555,1,13,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,4,3,4,3,5,1,1
164,1,11,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,0
192,1,11,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,3,1,4,3,5,1,0
310,1,12,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,1,1
1788,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,3,3,4,4,3,4,6,1,1
799,1,18,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,1,3
1791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,6,1,2
783,1,22,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
495,1,18,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2,4,1,2,1,4,3,5,0,1
490,1,11,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,1
1013,1,15,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,2,3,3,4,3,5,1,2
536,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,3,4,3,5,1,1
417,1,21,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,4,0,3,0,4,3,5,1,1
1421,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,3,4,3,1,4,1,1,2
1706,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,4,1,1,4,1,1,1
1819,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,0,1,4,1,1,1
269,1,24,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,0
117,1,21,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,2,4,2,0,1,4,3,5,1,0
1713,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,3,4,2,5,4,1,1,2
177,1,21,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,2,1,2,0,4,3,5,1,0
1479,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,3,1,4,1,1,2
1073,1,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,4,3,5,1,1
341,1,12,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,4,3,5,1,1
1757,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3,4,3,3,1,1,1,2
1887,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1158,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,4,1,2,5,0,1,2
1149,1,25,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,3,4,3,3,1,3,1,1
83,1,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,3,4,3,5,1,0
303,1,21,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,2,1,2,3,4,3,5,2,0
1212,1,25,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,3,0,3,1,1
1150,1,25,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,3,0,3,1,1
243,1,21,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,3,0,4,3,5,1,0
241,1,11,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,2,5,0,3,3,4,3,5,1,1
141,1,26,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,0
175,1,26,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,2,0,4,3,5,1,2
1645,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,6,1,1
1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,4,3,5,1,2
857,2,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,1,2,3,4,3,5,2,1
1396,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1022,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,4,3,5,1,1
406,1,26,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,4,3,5,1,0
721,1,25,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
1680,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2,3,4,3,3,5,1,1,1
1034,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,4,3,5,1,1
1755,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
676,1,25,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,1,2,0,4,3,5,1,0
1152,1,4,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,3,3,4,3,3,1,0,1,2
1386,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,3,3,4,3,3,0,3,1,1
1793,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,1,3,1,0,1,1
1561,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1332,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
1634,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,0,1,4,1,1,1
147,1,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,4,3,5,1,1
1423,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,1,2,5,0,1,1
754,1,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,3,4,3,5,1,1
1857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,1
844,1,4,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,4,3,5,1,1
969,1,13,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,2,0,4,3,5,1,1
499,1,23,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2,4,4,3,5,2,1
836,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,4,3,5,1,1
1026,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,2,3,4,3,5,1,1
483,1,13,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,2,0,4,3,5,1,1
464,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,2,3
534,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,3,3,4,3,5,1,1
207,1,17,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,2,4,0,3,1,4,3,5,1,1
1080,1,26,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,1,0,2,0,1,2
331,1,26,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,2,0,3,3,4,3,5,1,0
1738,1,8,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,4,3,4,2,2,5,6,0,1
1186,1,25,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4,3,4,3,2,1,3,1,1
1434,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1231,1,22,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,2,3,3,4,3,3,5,3,1,1
1559,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,5,4,6,1,1
1677,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,4,3,5,4,1,1,1
1824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,4,0,1,4,1,1,1
35,1,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,0,3,3,4,3,5,1,1
864,1,4,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1,2,4,3,5,2,1
1191,1,22,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,4,3,5,0,1,1
201,1,26,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,2,5,0,3,3,4,3,5,1,0
981,1,21,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,0,3,3,4,3,5,2,1
1883,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,3,4,0,3,1,6,2,1
1460,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,5,4,6,2,1
390,1,11,1,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,3,3,1,2,4,4,3,5,1,0
1797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,3,4,0,1,4,1,1,1
1104,1,13,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,4,3,4,0,3,4,3,1,1
948,1,23,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,2,1,2,3,4,3,5,2,1
332,1,21,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,2,4,1,2,3,4,3,5,1,0
1278,1,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,3,4,3,5,4,6,1,1
403,1,11,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,4,0,3,0,4,3,5,1,1
665,1,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,4,3,5,1,1
86,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,3,4,3,5,1,2
814,1,25,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,3,4,4,4,3,5,1,1
