,Answer ID,Date,Phase,Type of territory,Borough / Linked city,Trade status,Stakes: Financial support?,Stakes: Maintenance of operations?,Stakes: Taxation (taxes and levies)?,Stakes: Human resources?,Stakes: Regulation?,Stakes: Marketing?,Stakes: Health and safety?,Stakes: Search for sanitary equipment?,Stakes: Space planning?,Stakes: Permit for outdoor terraces?,Stakes: Other?,Interest in the emergency aid program?,Social media presence?,Presence on Facebook?,Presence on Twitter?,Presence on Instagram?,Presence on LinkedIn?,Do you sell online?,Online sales channel,Do you know the urban delivery service?,Are you interested in the urban delivery service?,Interest in the support program for the digital transformation of companies?,Do you offer a delivery service?,Are you satisfied with your current delivery service?,Would you be interested in the urban delivery service (by bike) set up by the City of Montreal and its partners if you had access?,Was the information we gave you useful to you?
1664,1665,2020-09-01,4,,,Partiellement ouvert,Oui,,,Oui,,,,,,,Oui,Oui,Oui,Oui,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Sans réponse,Sans réponse,Non applicable,Oui
1665,1666,2020-09-01,4,,,Ouvert,Oui,,,Oui,,,,,,,Oui,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Non applicable,Non
1666,1667,2020-09-01,4,,,Statut inconnu,Oui,,,,,Oui,,,,,,Oui,Sans réponse,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Sans réponse,Sans réponse,Sans réponse,Oui
1667,1668,2020-09-01,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1668,1669,2020-09-01,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1669,1670,2020-09-01,1,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Je ne sais pas,Oui (via un tiers),Sans réponse,Non,Oui
1670,1671,2020-09-01,4,,,Ouvert,,Oui,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1671,1672,2020-09-01,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1672,1673,2020-09-01,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Non applicable,Oui
1673,1674,2020-09-01,1,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1674,1675,2020-09-01,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1675,1676,2020-09-01,1,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Oui (service maison),Satisfait,Sans réponse,Non
1676,1677,2020-09-01,4,,,Ouvert,,Oui,,,,,,,,,,Non,Oui,Oui,,Oui,,Non applicable,Non applicable,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1677,1678,2020-09-01,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Sans réponse,Sans réponse,Non applicable,Oui
1678,1679,2020-09-01,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1679,1680,2020-09-01,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1680,1681,2020-09-01,4,,,Ouvert,,,,Oui,,,,,,,Oui,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Oui (via un tiers),Satisfait,Non applicable,Oui
1681,1682,2020-09-01,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Sans réponse
1682,1683,2020-09-01,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1683,1684,2020-09-01,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1684,1685,2020-09-01,4,,,Ouvert,,,,Oui,,,,,,,Oui,Non,Oui,Oui,Oui,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1685,1686,2020-09-01,4,,,Partiellement ouvert,Oui,,,,,,,,,Oui,,Oui,Oui,Oui,,Oui,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Oui,Oui (via un tiers),Moyennement satisfait,Non applicable,Oui
1686,1687,2020-09-01,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1687,1688,2020-09-01,4,,,Partiellement ouvert,Oui,,,,,Oui,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Non,Non applicable,Non applicable,Oui
1688,1689,2020-09-01,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Oui,Oui
1689,1690,2020-09-01,4,,,Ouvert,,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Non,Non applicable,Non applicable,Oui
1690,1691,2020-09-01,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1691,1692,2020-09-01,4,,,Ouvert,Oui,,,,,,,,,Oui,,Oui,Oui,,,Oui,,Non applicable,Non applicable,Sans réponse,Sans réponse,Oui,Sans réponse,Sans réponse,Non applicable,Sans réponse
1692,1693,2020-09-01,4,,,Partiellement ouvert,,,,,,,,,,,,Non,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Non applicable,Sans réponse,Non applicable,Oui
1693,1694,2020-09-01,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1694,1695,2020-09-01,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Oui (service maison),Satisfait,Non applicable,Oui
1695,1696,2020-09-01,4,,,Ouvert,,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1696,1697,2020-09-02,1,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1697,1698,2020-09-02,1,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1698,1699,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1699,1700,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1700,1701,2020-09-02,4,,,Partiellement ouvert,,,,Oui,,,,,,,Oui,Oui,Oui,Oui,,Oui,,Non applicable,Non applicable,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1701,1702,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Sans réponse,Sans réponse,Sans réponse,Oui
1702,1703,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1703,1704,2020-09-02,4,,,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Réponse inconnue,Sans réponse,Sans réponse,Je ne sais pas,Oui (via un tiers),Satisfait,Non applicable,Oui
1704,1705,2020-09-02,4,,,Ouvert,,,,Oui,,,,,,,Oui,Non,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Non applicable,Sans réponse,Non applicable,Oui
1705,1706,2020-09-02,4,,,Fermé,Oui,,,Oui,,,,,,,Oui,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Oui (via un tiers),Sans réponse,Sans réponse,Sans réponse
1706,1707,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non applicable,Non applicable,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Non applicable,Oui
1707,1708,2020-09-02,1,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1708,1709,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1709,1710,2020-09-02,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1710,1711,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Oui,Sans réponse,Sans réponse,Non applicable,Oui
1711,1712,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1712,1713,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1713,1714,2020-09-02,4,,,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Non applicable,Non applicable,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Sans réponse,Sans réponse,Non applicable,Oui
1714,1715,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1715,1716,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1716,1717,2020-09-02,4,,,Ouvert,Oui,,,Oui,,,,,,,Oui,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1717,1718,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1718,1719,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1719,1720,2020-09-02,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1720,1721,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1721,1722,2020-09-02,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1722,1723,2020-09-02,4,,,Ouvert,Oui,,Oui,,,,,,,,,Non,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Non applicable,Sans réponse,Non applicable,Non
1723,1724,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1724,1725,2020-09-02,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1725,1726,2020-09-02,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Oui (via un tiers),Moyennement satisfait,Oui,Oui
1726,1727,2020-09-02,4,,,Ouvert,,,,,,,,,,,,Non,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Non applicable,Non
1727,1728,2020-09-02,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1728,1729,2020-09-02,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1729,1730,2020-09-02,4,,,Ouvert,Oui,,Oui,,,,,,,,,Non,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Non applicable,Sans réponse,Non applicable,Non
1730,1731,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1731,1732,2020-09-03,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1732,1733,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1733,1734,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Non applicable,Oui
1734,1735,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1735,1736,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non,Non applicable,Oui,Oui
1736,1737,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1737,1738,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non,Non applicable,Non,Oui
1738,1739,2020-09-03,2,Arrondissement,L'Île-Bizard-Sainte-Geneviève,Ouvert,,,,,,,,,,,,Sans réponse,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Oui (service maison),Satisfait,Sans réponse,Non
1739,1740,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non,Non applicable,Oui,Oui
1740,1741,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Oui,Oui
1741,1742,2020-09-03,4,,,Partiellement ouvert,Oui,,,,,,,,,,,Non,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Oui,Non,Non applicable,Oui,Oui
1742,1743,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1743,1744,2020-09-03,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1744,1745,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1745,1746,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Sans réponse,,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,Oui,Sans réponse,Sans réponse,Sans réponse,Oui
1746,1747,2020-09-03,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1747,1748,2020-09-03,4,,,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Oui (via un tiers),Insatisfait,Non applicable,Sans réponse
1748,1749,2020-09-03,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1749,1750,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1750,1751,2020-09-03,1,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Sans réponse,Sans réponse,Sans réponse,Sans réponse
1751,1752,2020-09-03,1,,,Statut inconnu,,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Oui,Sans réponse,Sans réponse,Sans réponse,Oui
1752,1753,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1753,1754,2020-09-03,4,,,Ouvert,Oui,Oui,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Non applicable,Oui
1754,1755,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non,Non applicable,Non,Oui
1755,1756,2020-09-03,1,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1756,1757,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Oui,Oui
1757,1758,2020-09-03,4,,,Partiellement ouvert,Oui,,,,,,,,,,,Oui,Oui,,,Oui,,Non applicable,Non applicable,Sans réponse,Sans réponse,Oui,Oui (via un tiers),Moyennement satisfait,Non applicable,Oui
1758,1759,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1759,1760,2020-09-03,1,,,Partiellement ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Oui (via un tiers),Moyennement satisfait,Non applicable,Oui
1760,1761,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1761,1762,2020-09-03,1,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Oui,Non,Non applicable,Non applicable,Oui
1762,1763,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Oui
1763,1764,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Non,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non,Non applicable,Oui,Oui
1764,1765,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Non,Oui
1765,1766,2020-09-03,4,,,Statut inconnu,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1766,1767,2020-09-03,4,,,Ouvert,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Sans réponse,Sans réponse,Non applicable,Oui
1767,1768,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1768,1769,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Site transactionnel,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1769,1770,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1770,1771,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1771,1772,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,,,Oui,Réponse inconnue,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1772,1773,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, je n'ai pas d'intérêt à faire un virage numérique",Non applicable,Sans réponse,Non applicable,Oui
1773,1774,2020-09-03,4,,,Ouvert,,,,,,,,,,,,Oui,Oui,Oui,,Oui,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,Je ne sais pas,Non applicable,Sans réponse,Non applicable,Oui
1774,1775,2020-09-03,4,,,Ouvert,Oui,,Oui,Oui,,Oui,,,,,Oui,Non,Non,,,,,Non,Pas de vente en ligne,Sans réponse,Sans réponse,"Non, j'ai déjà ce qu'il me faut pour faire un virage numérique",Non applicable,Sans réponse,Non applicable,Non
1775,1776,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1776,1777,2020-09-04,4,,,Partiellement ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1777,1778,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
1778,1779,2020-09-04,4,,,Ouvert,,,,,,,,,,,,Sans réponse,Sans réponse,,,,,Réponse inconnue,Réponse inconnue,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse,Sans réponse
